id_correlative;tx_company_code;tx_createdate;tx_status;tx_unique_identifier;tx_updatedate;tx_cash_register_code;tx_correlative_code;tx_finalserie;tx_initialserie;fl_iscontingency;islegal;tx_lengthnumber;tx_nextnumber;tx_parentreceipttype;tx_receipttype;tx_reftype;tx_serie;tx_store;nu_version;fl_isexternal
261;AZALEIA;2023-10-07 20:02:04;CREATED;c74983b2-ee71-4e25-8891-d32648575321;2023-10-09 19:40:15;CHS060;CRV156;99999999;1;N;;8;1;09;09;F;T060;ST060;1;
262;AZALEIA;2023-10-07 20:02:04;CREATED;2519f36d-353d-4724-8fb1-e0a0b7c8756a;2023-10-09 19:40:15;CHS061;CRV157;99999999;1;N;;8;1;03;03;F;B061;ST061;1;
263;AZALEIA;2023-10-07 20:02:04;CREATED;267c0958-652c-4591-8bea-fbec26741db1;2023-10-09 19:40:15;CHS061;CRV158;99999999;1;N;;8;1;07;07;F;B061;ST061;1;
264;AZALEIA;2023-10-07 20:02:04;CREATED;b9debb62-9d7f-4279-a564-1fc1cf808e53;2023-10-09 19:40:15;CHS061;CRV159;99999999;1;N;;8;1;01;01;F;F061;ST061;1;
265;AZALEIA;2023-10-07 20:02:04;CREATED;a23a0b47-2f22-4003-9257-56a32c206950;2023-10-09 19:40:15;CHS061;CRV160;99999999;1;N;;8;1;07;07;F;F061;ST061;1;
266;AZALEIA;2023-10-07 20:02:04;CREATED;142f6339-aa01-4d3d-8a91-7a7f380e5afa;2023-10-09 19:40:15;CHS061;CRV161;99999999;1;N;;8;1;GC;01;F;GC61;ST061;1;
267;AZALEIA;2023-10-07 20:02:04;CREATED;9aef3e7d-e428-42e1-b659-5f92a5ff2458;2023-10-09 19:40:15;CHS061;CRV162;99999999;1;N;;8;1;09;09;F;T061;ST061;1;
268;AZALEIA;2023-10-07 20:02:04;CREATED;b4c912cb-ec91-4d56-b278-9582dc3e5352;2023-10-09 19:40:15;CHS062;CRV163;99999999;1;N;;8;1;03;03;F;B062;ST062;1;
269;AZALEIA;2023-10-07 20:02:04;CREATED;e9b5d8f0-bf14-458c-885b-560ce6300a42;2023-10-09 19:40:15;CHS062;CRV164;99999999;1;N;;8;1;07;07;F;B062;ST062;1;
270;AZALEIA;2023-10-07 20:02:04;CREATED;cc0c07cf-4262-46ac-a901-21c2ef175e39;2023-10-09 19:40:15;CHS062;CRV165;99999999;1;N;;8;1;01;01;F;F062;ST062;1;
271;AZALEIA;2023-10-07 20:02:04;CREATED;e66e9b2f-9060-4972-825f-8d86c22c3fc6;2023-10-09 19:40:15;CHS062;CRV166;99999999;1;N;;8;1;07;07;F;F062;ST062;1;
272;AZALEIA;2023-10-07 20:02:04;CREATED;978d3f68-bd71-455c-9cdc-8ec59be8cc39;2023-10-09 19:40:15;CHS062;CRV167;99999999;1;N;;8;1;GC;01;F;GC62;ST062;1;
273;AZALEIA;2023-10-07 20:02:04;CREATED;3394daa4-7743-4152-9916-dd11316e82b8;2023-10-09 19:40:15;CHS062;CRV168;99999999;1;N;;8;1;09;09;F;T062;ST062;1;
