id_store_bank;tx_createdate;tx_status;tx_company_code;tx_gl_account;tx_store_bank_code;tx_store_code
256;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST002
257;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST003
258;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST004
259;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST007
260;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST008
261;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST016
262;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST020
263;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST022
264;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST023
265;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST024
266;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST025
267;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST029
268;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST032
269;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST036
270;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST038
271;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST040
272;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST043
273;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST044
274;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST046
275;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST048
276;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST050
277;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST054
278;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST056
279;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST057
280;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST059
281;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST060
282;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST061
283;2023-07-16 13:00:39;CREATED;AZALEIA;1031101;CAJA RECIBO POR HONORARIO;ST062
284;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST002
285;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST003
286;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST004
287;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST007
288;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST008
289;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST016
290;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST020
291;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST022
292;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST023
293;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST024
294;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST025
295;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST029
296;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST032
297;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST036
298;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST038
299;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST040
300;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST043
301;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST044
302;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST046
303;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST048
304;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST050
305;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST054
306;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST056
307;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST057
308;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST059
309;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST060
310;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST061
311;2023-07-16 13:00:39;CREATED;AZALEIA;4699103;CANC.DE N/C CON TARJ.CREDITO;ST062
